inventory_id,warehouse_id,product_id,inventory_date,quantity_on_hand,reserved_quantity,reorder_level
INV00001398,WH003,PROD00123,2025-06-02,77,196,178
INV00001399,WH003,PROD00174,2026-07-11,2461,314,57
INV00001400,WH003,PROD00261,2025-01-20,4655,301,67
INV00001401,WH003,PROD00141,2026-04-17,726,4,43
INV00001402,WH003,PROD00265,2026-01-30,4738,198,58
INV00001403,WH003,PROD00299,2025-07-23,4749,436,110
INV00001404,WH003,PROD00288,2025-10-09,3423,158,85
INV00001405,WH003,PROD00078,2025-12-11,1804,156,123
INV00001406,WH003,PROD00205,2026-01-26,2093,165,116
INV00001407,WH003,PROD00415,2026-01-17,1130,427,42
INV00001408,WH003,PROD00310,2025-08-22,2621,457,97
INV00001409,WH003,PROD00084,2025-09-04,710,199,89
INV00001410,WH003,PROD00014,2025-11-17,2363,151,37
INV00001411,WH003,PROD00479,2026-02-14,4349,78,172
INV00001412,WH003,PROD00361,2026-02-10,55,144,21
INV00001413,WH003,PROD00101,2025-01-14,1793,168,118
INV00001414,WH003,PROD00388,2025-05-10,1903,234,17
INV00001415,WH003,PROD00254,2026-07-21,3712,234,18
INV00001416,WH003,PROD00039,2025-11-19,1330,484,143
INV00001417,WH003,PROD00171,2025-11-22,4742,164,48
INV00001418,WH003,PROD00077,2025-02-27,1244,8,157
INV00001419,WH003,PROD00457,2025-12-21,3609,181,37
INV00001420,WH003,PROD00110,2026-06-07,0,148,182
INV00001421,WH003,PROD00272,2025-01-06,3627,457,25
INV00001422,WH003,PROD00010,2025-05-15,653,453,181
INV00001423,WH003,PROD00420,2025-05-27,578,317,46
INV00001424,WH003,PROD00032,2026-01-02,877,189,198
INV00001425,WH003,PROD00488,2025-07-02,912,480,182
INV00001426,WH003,PROD00274,2026-04-27,4729,101,167
INV00001427,WH003,PROD00258,2025-09-26,2907,149,86
INV00001428,WH003,PROD00391,2025-01-04,3643,467,92
INV00001429,WH003,PROD00004,2026-03-28,2841,345,10
INV00001430,WH003,PROD00095,2025-10-24,2073,409,134
INV00001431,WH003,PROD00461,2025-10-27,868,385,75
INV00001432,WH003,PROD00311,2026-05-01,2048,4,128
INV00001433,WH003,PROD00030,2025-08-12,716,30,167
INV00001434,WH003,PROD00456,2026-04-23,4005,483,169
INV00001435,WH003,PROD00218,2026-06-21,3434,296,139
INV00001436,WH003,PROD00275,2026-02-17,1079,173,194
INV00001437,WH003,PROD00233,2025-07-24,534,76,69
INV00001438,WH003,PROD00324,2026-04-16,455,191,73
INV00001439,WH003,PROD00408,2025-02-03,3192,5,39
INV00001440,WH003,PROD00105,2025-06-22,1248,245,184
INV00001441,WH003,PROD00021,2026-06-18,958,436,115
INV00001442,WH003,PROD00074,2025-03-05,4964,34,28
INV00001443,WH003,PROD00487,2025-10-13,1191,477,150
INV00001444,WH003,PROD00493,2026-01-27,3152,446,182
INV00001445,WH003,PROD00013,2025-01-30,1488,377,177
INV00001446,WH003,PROD00285,2025-09-23,3999,271,98
INV00001447,WH003,PROD00071,2025-11-08,3203,442,50
INV00001448,WH003,PROD00491,2026-05-25,2597,27,24
INV00001449,WH003,PROD00283,2025-02-10,1868,205,192
INV00001450,WH003,PROD00433,2025-09-08,4838,116,183
INV00001451,WH003,PROD00167,2026-02-24,3116,245,141
INV00001452,WH003,PROD00007,2025-12-02,4395,479,140
INV00001453,WH003,PROD00036,2026-02-05,357,383,22
INV00001454,WH003,PROD00060,2026-01-14,2655,342,187
INV00001455,WH003,PROD00161,2026-05-18,1192,30,35
INV00001456,WH003,PROD00170,2026-03-24,3434,312,130
INV00001457,WH003,PROD00232,2025-05-22,4813,437,61
INV00001458,WH003,PROD00001,2025-01-20,1934,290,58
INV00001459,WH003,PROD00234,2025-07-30,1768,410,111
INV00001460,WH003,PROD00229,2025-02-09,1453,197,147
INV00001461,WH003,PROD00278,2025-05-05,297,33,188
INV00001462,WH003,PROD00465,2025-06-14,3411,108,108
INV00001463,WH003,PROD00223,2025-12-20,162,101,130
INV00001464,WH003,PROD00214,2026-06-06,201,173,169
INV00001465,WH003,PROD00165,2026-07-07,1667,251,117
INV00001466,WH003,PROD00325,2025-01-23,3091,405,40
INV00001467,WH003,PROD00189,2025-02-14,4904,8,29
INV00001468,WH003,PROD00386,2025-04-08,4273,346,146
INV00001469,WH003,PROD00057,2025-10-16,1828,10,17
INV00001470,WH003,PROD00392,2026-07-27,3682,266,144
INV00001471,WH003,PROD00269,2025-03-17,624,481,76
INV00001472,WH003,PROD00401,2026-01-05,16,338,185
INV00001473,WH003,PROD00083,2026-07-10,3174,91,188
INV00001474,WH003,PROD00061,2025-07-09,4203,242,200
INV00001475,WH003,PROD00337,2026-03-26,2145,442,176
INV00001476,WH003,PROD00195,2025-12-16,2437,300,136
INV00001477,WH003,PROD00124,2025-12-23,1611,450,37
INV00001478,WH003,PROD00287,2026-05-13,3106,304,101
INV00001479,WH003,PROD00243,2025-03-03,1027,431,126
INV00001480,WH003,PROD00252,2025-05-11,3678,426,67
INV00001481,WH003,PROD00035,2025-07-02,2050,438,47
INV00001482,WH003,PROD00146,2026-07-29,247,85,140
INV00001483,WH003,PROD00022,2025-09-05,1054,373,66
INV00001484,WH003,PROD00376,2025-07-06,1817,73,25
INV00001485,WH003,PROD00263,2025-09-02,4138,205,33
INV00001486,WH003,PROD00240,2025-09-22,2289,499,94
INV00001487,WH003,PROD00185,2025-01-29,1857,456,123
INV00001488,WH003,PROD00212,2025-09-12,4832,187,196
INV00001489,WH003,PROD00143,2026-06-02,3649,466,156
INV00001490,WH003,PROD00318,2025-10-20,3078,491,147
INV00001491,WH003,PROD00471,2025-10-27,1150,26,152
INV00001492,WH003,PROD00159,2025-01-25,3460,398,181
INV00001493,WH003,PROD00473,2025-02-07,3646,56,174
INV00001494,WH003,PROD00106,2025-06-11,3502,135,43
INV00001495,WH003,PROD00126,2025-05-11,3983,274,189
INV00001496,WH003,PROD00281,2025-02-02,3969,113,68
INV00001497,WH003,PROD00358,2025-05-08,2743,447,21
INV00001498,WH003,PROD00179,2025-02-20,3598,471,19
INV00001499,WH003,PROD00260,2025-07-17,599,340,116
INV00001500,WH003,PROD00210,2025-01-01,2841,226,71
INV00001501,WH004,PROD00360,2025-07-22,2575,346,29
INV00001502,WH004,PROD00030,2025-12-21,1921,317,167
INV00001503,WH004,PROD00151,2025-01-14,2294,55,83
INV00001504,WH004,PROD00080,2025-11-03,1470,328,179
INV00001505,WH004,PROD00119,2025-01-01,4503,410,47
INV00001506,WH004,PROD00397,2026-03-06,4289,21,154
INV00001507,WH004,PROD00292,2025-04-11,2625,171,13
INV00001508,WH004,PROD00228,2025-03-14,1589,108,192
INV00001509,WH004,PROD00033,2026-08-05,1961,447,70
INV00001510,WH004,PROD00069,2025-07-29,955,350,123
INV00001511,WH004,PROD00208,2025-06-02,1258,286,117
INV00001512,WH004,PROD00179,2025-05-01,3749,159,19
INV00001513,WH004,PROD00083,2025-08-28,1387,96,188
INV00001514,WH004,PROD00253,2025-10-01,1093,269,68
INV00001515,WH004,PROD00215,2026-04-14,604,458,103
INV00001516,WH004,PROD00268,2025-01-08,4666,16,62
INV00001517,WH004,PROD00382,2026-06-03,1100,275,45
INV00001518,WH004,PROD00339,2025-05-08,4987,54,184
INV00001519,WH004,PROD00041,2026-01-05,1922,196,116
INV00001520,WH004,PROD00415,2026-06-21,195,138,42
INV00001521,WH004,PROD00455,2025-01-08,1088,364,189
INV00001522,WH004,PROD00356,2026-03-22,2816,371,157
INV00001523,WH004,PROD00391,2025-05-27,3214,405,92
INV00001524,WH004,PROD00440,2025-07-20,1171,129,56
INV00001525,WH004,PROD00265,2025-03-16,4152,75,58
INV00001526,WH004,PROD00086,2026-04-13,145,396,72
INV00001527,WH004,PROD00411,2025-10-05,718,245,181
INV00001528,WH004,PROD00204,2026-07-13,3846,0,87
INV00001529,WH004,PROD00499,2025-12-12,1907,56,129
INV00001530,WH004,PROD00173,2025-06-12,2664,94,141
INV00001531,WH004,PROD00011,2025-12-19,4464,210,154
INV00001532,WH004,PROD00019,2026-08-02,1950,463,63
INV00001533,WH004,PROD00071,2025-04-11,718,408,50
INV00001534,WH004,PROD00245,2025-10-09,3788,263,150
INV00001535,WH004,PROD00084,2025-04-24,4516,131,89
INV00001536,WH004,PROD00317,2026-01-07,4328,326,46
INV00001537,WH004,PROD00392,2025-11-15,479,257,144
INV00001538,WH004,PROD00234,2026-03-23,0,354,111
INV00001539,WH004,PROD00273,2025-03-25,4053,449,191
INV00001540,WH004,PROD00075,2026-04-29,4116,265,129
INV00001541,WH004,PROD00258,2025-11-03,4637,272,86
INV00001542,WH004,PROD00143,2026-08-07,1600,212,156
INV00001543,WH004,PROD00296,2025-08-28,3902,79,111
INV00001544,WH004,PROD00131,2025-05-17,910,85,139
INV00001545,WH004,PROD00461,2025-05-03,952,60,75
INV00001546,WH004,PROD00111,2025-03-15,2259,115,130
INV00001547,WH004,PROD00282,2025-08-17,4802,144,149
INV00001548,WH004,PROD00052,2025-01-25,2431,292,87
INV00001549,WH004,PROD00457,2025-04-14,4746,268,37
INV00001550,WH004,PROD00056,2026-02-27,2740,265,32
INV00001551,WH004,PROD00139,2025-09-01,3444,240,180
INV00001552,WH004,PROD00154,2025-05-04,475,93,73
INV00001553,WH004,PROD00399,2025-04-27,3427,383,75
INV00001554,WH004,PROD00104,2025-06-22,2222,485,165
INV00001555,WH004,PROD00467,2026-02-20,3550,342,107
INV00001556,WH004,PROD00430,2025-12-18,385,281,176
INV00001557,WH004,PROD00015,2026-03-25,4366,365,77
INV00001558,WH004,PROD00275,2025-01-14,2369,226,194
INV00001559,WH004,PROD00157,2025-05-30,692,89,95
INV00001560,WH004,PROD00233,2025-02-27,1071,190,69
INV00001561,WH004,PROD00137,2026-07-01,4766,66,22
INV00001562,WH004,PROD00380,2025-05-16,3820,65,57
INV00001563,WH004,PROD00169,2025-08-05,654,231,17
INV00001564,WH004,PROD00249,2026-08-10,4263,500,148
INV00001565,WH004,PROD00474,2025-09-12,1753,148,137
INV00001566,WH004,PROD00400,2026-06-20,3323,38,136
INV00001567,WH004,PROD00377,2025-05-06,1342,40,31
INV00001568,WH004,PROD00446,2026-07-05,3369,47,50
INV00001569,WH004,PROD00066,2026-01-28,2512,116,23
INV00001570,WH004,PROD00198,2025-02-28,2731,109,42
INV00001571,WH004,PROD00475,2025-06-26,1724,110,115
INV00001572,WH004,PROD00078,2026-04-15,4774,377,123
INV00001573,WH004,PROD00036,2026-04-10,3282,325,22
INV00001574,WH004,PROD00423,2025-03-11,2602,185,78
INV00001575,WH004,PROD00079,2026-02-06,430,441,114
INV00001576,WH004,PROD00427,2025-09-24,4819,83,41
INV00001577,WH004,PROD00350,2025-07-18,1676,311,112
INV00001578,WH004,PROD00121,2025-02-02,227,399,77
INV00001579,WH004,PROD00308,2026-01-24,0,174,196
INV00001580,WH004,PROD00184,2025-10-06,3125,282,36
INV00001581,WH004,PROD00195,2026-05-22,3255,149,136
INV00001582,WH004,PROD00177,2025-03-31,2474,329,198
INV00001583,WH004,PROD00342,2026-03-22,1839,417,12
INV00001584,WH004,PROD00344,2025-12-14,274,326,108
INV00001585,WH004,PROD00120,2026-02-12,3989,439,16
INV00001586,WH004,PROD00028,2026-03-13,3217,59,179
INV00001587,WH004,PROD00150,2026-04-23,1903,490,80
INV00001588,WH004,PROD00413,2026-08-04,3257,454,192
INV00001589,WH004,PROD00132,2025-12-28,1293,208,81
INV00001590,WH004,PROD00094,2026-01-07,2357,328,176
INV00001591,WH004,PROD00191,2026-04-03,4482,215,190
INV00001592,WH004,PROD00319,2026-06-19,3677,317,168
INV00001593,WH004,PROD00463,2026-03-10,4977,240,12
INV00001594,WH004,PROD00129,2025-04-05,3355,170,105
INV00001595,WH004,PROD00436,2025-07-31,4652,178,163
INV00001596,WH004,PROD00243,2025-01-10,4604,239,126
INV00001597,WH004,PROD00307,2026-07-18,2500,489,48
INV00001598,WH004,PROD00051,2025-12-30,4775,50,106
INV00001599,WH004,PROD00024,2026-06-26,13,371,174
INV00001600,WH004,PROD00241,2026-04-10,4015,250,180
INV00001601,WH004,PROD00425,2025-12-23,879,258,44
INV00001602,WH004,PROD00089,2025-10-25,1623,491,133
INV00001603,WH004,PROD00386,2025-07-28,4082,443,146
INV00001604,WH004,PROD00470,2025-06-27,4133,413,142
INV00001605,WH004,PROD00444,2026-06-18,3294,312,127
INV00001606,WH004,PROD00420,2025-05-06,1165,323,46
INV00001607,WH004,PROD00236,2025-09-14,4094,229,129
INV00001608,WH004,PROD00320,2025-09-24,4184,312,139
INV00001609,WH004,PROD00099,2026-04-05,4907,306,159
INV00001610,WH004,PROD00431,2025-09-06,2609,434,43
INV00001611,WH004,PROD00165,2025-03-20,728,182,117
INV00001612,WH004,PROD00035,2026-03-03,1552,495,47
INV00001613,WH004,PROD00384,2025-05-31,1040,37,109
INV00001614,WH004,PROD00130,2025-06-22,2354,208,115
INV00001615,WH004,PROD00435,2026-07-17,2545,57,80
INV00001616,WH004,PROD00372,2025-09-18,197,85,101
INV00001617,WH004,PROD00223,2025-10-07,2679,348,130
INV00001618,WH004,PROD00387,2025-10-25,3821,340,54
INV00001619,WH004,PROD00193,2025-08-15,3041,386,91
INV00001620,WH004,PROD00390,2026-02-25,1941,349,10
INV00001621,WH004,PROD00394,2025-06-01,968,131,176
INV00001622,WH004,PROD00159,2025-04-10,1710,83,181
INV00001623,WH004,PROD00486,2025-09-01,4870,484,44
INV00001624,WH004,PROD00206,2026-06-28,459,392,98
INV00001625,WH004,PROD00496,2025-03-24,1918,91,172
INV00001626,WH004,PROD00105,2025-04-24,1510,7,184
INV00001627,WH004,PROD00164,2026-04-29,3062,442,59
INV00001628,WH004,PROD00500,2025-08-13,135,364,167
INV00001629,WH004,PROD00432,2025-01-03,2717,270,191
INV00001630,WH004,PROD00487,2026-07-07,3787,142,150
INV00001631,WH004,PROD00459,2026-05-08,3817,471,133
INV00001632,WH004,PROD00298,2025-07-03,2020,383,111
INV00001633,WH004,PROD00424,2025-01-23,3645,201,142
INV00001634,WH004,PROD00428,2026-01-27,592,119,99
INV00001635,WH004,PROD00155,2025-08-25,2409,494,109
INV00001636,WH004,PROD00114,2025-04-18,3041,71,188
INV00001637,WH004,PROD00118,2026-05-13,3325,204,42
INV00001638,WH004,PROD00138,2026-01-22,292,341,65
INV00001639,WH004,PROD00244,2025-08-29,1077,365,73
INV00001640,WH004,PROD00161,2026-05-28,2232,181,35
INV00001641,WH004,PROD00289,2026-01-20,3205,391,109
INV00001642,WH004,PROD00498,2025-07-26,1309,425,20
INV00001643,WH004,PROD00312,2026-04-09,1446,9,167
INV00001644,WH004,PROD00023,2025-10-22,2872,237,178
INV00001645,WH004,PROD00454,2025-03-18,234,335,177
INV00001646,WH004,PROD00091,2026-03-23,1455,49,131
INV00001647,WH004,PROD00445,2025-08-13,1090,318,90
INV00001648,WH004,PROD00488,2026-06-04,2943,114,182
INV00001649,WH004,PROD00327,2025-03-27,2108,210,147
INV00001650,WH004,PROD00153,2025-11-20,2272,86,25
INV00001651,WH004,PROD00054,2025-06-12,4768,320,127
INV00001652,WH004,PROD00203,2026-07-28,3773,175,63
INV00001653,WH004,PROD00460,2025-05-26,2149,238,181
INV00001654,WH004,PROD00226,2025-05-17,3800,271,86
INV00001655,WH004,PROD00293,2026-07-20,2962,415,72
INV00001656,WH004,PROD00373,2025-12-14,3426,22,185
INV00001657,WH004,PROD00482,2025-12-15,2020,232,125
INV00001658,WH004,PROD00178,2025-07-19,1521,384,185
INV00001659,WH004,PROD00070,2026-04-28,2818,492,35
INV00001660,WH004,PROD00189,2026-07-09,2280,359,29
INV00001661,WH004,PROD00375,2025-08-05,1627,382,113
INV00001662,WH004,PROD00133,2025-09-10,645,117,152
INV00001663,WH004,PROD00355,2025-03-04,1269,370,78
INV00001664,WH004,PROD00096,2026-07-15,2478,180,33
INV00001665,WH004,PROD00097,2026-03-30,646,114,24
INV00001666,WH004,PROD00367,2026-07-09,2112,23,33
INV00001667,WH004,PROD00334,2025-12-23,3741,56,154
INV00001668,WH004,PROD00325,2026-01-13,2040,398,40
INV00001669,WH004,PROD00331,2025-06-05,4504,445,141
INV00001670,WH004,PROD00053,2026-03-23,2907,443,175
INV00001671,WH004,PROD00266,2025-03-23,3627,205,151
INV00001672,WH004,PROD00112,2025-03-15,3255,128,128
INV00001673,WH004,PROD00453,2026-02-09,4642,156,19
INV00001674,WH004,PROD00003,2026-06-30,4406,168,52
INV00001675,WH004,PROD00002,2025-02-13,3738,343,150
INV00001676,WH004,PROD00369,2025-03-22,3425,157,121
INV00001677,WH004,PROD00064,2025-02-02,4981,369,146
INV00001678,WH004,PROD00456,2026-07-01,268,351,169
INV00001679,WH004,PROD00001,2025-04-18,310,122,58
INV00001680,WH004,PROD00102,2025-10-23,1624,492,107
INV00001681,WH004,PROD00068,2026-07-01,3998,299,40
INV00001682,WH004,PROD00466,2025-05-01,3943,52,50
INV00001683,WH004,PROD00224,2026-07-21,4086,142,106
INV00001684,WH004,PROD00128,2025-03-25,1760,258,49
INV00001685,WH004,PROD00098,2025-09-25,3157,102,56
INV00001686,WH004,PROD00286,2025-11-02,414,304,162
INV00001687,WH004,PROD00297,2025-08-21,1846,225,176
INV00001688,WH004,PROD00148,2026-08-01,258,359,177
INV00001689,WH004,PROD00303,2026-02-21,3407,330,187
INV00001690,WH004,PROD00235,2025-03-11,4443,17,95
INV00001691,WH004,PROD00254,2026-06-25,3478,429,18
INV00001692,WH004,PROD00279,2025-12-10,4627,159,113
INV00001693,WH004,PROD00005,2026-04-17,3426,55,152
INV00001694,WH004,PROD00314,2025-02-15,3913,32,127
INV00001695,WH004,PROD00049,2026-01-10,3079,269,131
INV00001696,WH004,PROD00477,2025-07-06,2274,226,23
INV00001697,WH004,PROD00321,2025-10-13,755,498,154
INV00001698,WH004,PROD00209,2025-01-27,1854,300,137
INV00001699,WH004,PROD00358,2025-06-13,4609,172,21
INV00001700,WH004,PROD00426,2025-07-22,4376,421,126
INV00001701,WH004,PROD00299,2025-06-04,3613,348,110
INV00001702,WH004,PROD00468,2025-08-01,4445,473,43
INV00001703,WH004,PROD00484,2026-03-25,4167,221,54
INV00001704,WH004,PROD00016,2026-02-01,1887,338,95
INV00001705,WH004,PROD00007,2025-10-18,920,305,140
INV00001706,WH004,PROD00478,2025-09-17,4024,128,103
INV00001707,WH004,PROD00489,2025-02-13,218,50,100
INV00001708,WH004,PROD00479,2026-05-24,2001,363,172
INV00001709,WH004,PROD00267,2026-07-30,4152,380,141
INV00001710,WH004,PROD00438,2026-01-23,0,239,192
INV00001711,WH004,PROD00418,2026-04-08,2271,381,47
INV00001712,WH004,PROD00374,2026-02-23,3885,439,73
INV00001713,WH004,PROD00095,2025-04-25,4281,248,134
INV00001714,WH004,PROD00231,2026-01-18,2025,170,45
INV00001715,WH004,PROD00214,2026-01-09,495,463,169
INV00001716,WH004,PROD00336,2026-07-23,3041,144,176
INV00001717,WH004,PROD00337,2026-06-07,1413,162,176
INV00001718,WH004,PROD00158,2026-01-17,2006,418,110
INV00001719,WH004,PROD00451,2025-10-18,980,33,97
INV00001720,WH004,PROD00323,2025-11-23,752,447,103
INV00001721,WH004,PROD00376,2025-04-11,2947,419,25
INV00001722,WH004,PROD00256,2025-01-07,4879,309,24
INV00001723,WH004,PROD00416,2025-08-23,3252,17,162
INV00001724,WH004,PROD00060,2025-05-20,1629,19,187
INV00001725,WH004,PROD00295,2026-05-19,872,363,73
INV00001726,WH004,PROD00381,2025-03-06,4847,108,175
INV00001727,WH004,PROD00190,2025-01-05,311,412,16
INV00001728,WH004,PROD00227,2025-06-17,4271,355,41
INV00001729,WH004,PROD00405,2025-11-06,163,459,151
INV00001730,WH004,PROD00270,2026-07-09,4287,202,137
INV00001731,WH004,PROD00471,2026-08-06,4920,452,152
INV00001732,WH004,PROD00364,2026-03-18,1067,337,149
INV00001733,WH004,PROD00345,2025-11-23,3902,24,151
INV00001734,WH004,PROD00340,2025-09-18,3092,90,132
INV00001735,WH004,PROD00185,2026-05-03,3588,243,123
INV00001736,WH004,PROD00017,2025-06-01,340,219,38
INV00001737,WH004,PROD00170,2026-02-11,2741,89,130
INV00001738,WH004,PROD00473,2025-06-01,1965,333,174
INV00001739,WH004,PROD00359,2026-07-26,560,342,19
INV00001740,WH004,PROD00090,2026-07-16,2932,356,188
INV00001741,WH004,PROD00222,2026-03-27,3461,17,90
INV00001742,WH004,PROD00472,2025-02-09,235,211,29
INV00001743,WH004,PROD00301,2026-03-14,3508,299,114
INV00001744,WH004,PROD00361,2026-03-20,830,196,21
INV00001745,WH004,PROD00480,2025-09-14,1072,368,193
INV00001746,WH004,PROD00229,2026-04-17,1730,312,147
INV00001747,WH004,PROD00252,2025-02-25,1066,117,67
INV00001748,WH004,PROD00310,2025-06-17,4014,290,97
INV00001749,WH004,PROD00422,2026-04-08,4804,181,135
INV00001750,WH004,PROD00442,2025-04-17,4805,368,172
INV00001751,WH004,PROD00008,2026-07-05,2162,485,155
INV00001752,WH004,PROD00439,2026-07-14,4929,423,53
INV00001753,WH004,PROD00365,2026-01-12,821,190,187
INV00001754,WH004,PROD00163,2025-07-11,3820,352,166
INV00001755,WH004,PROD00335,2026-01-05,1651,217,50
INV00001756,WH004,PROD00353,2026-06-09,2344,375,166
INV00001757,WH004,PROD00072,2026-07-07,1676,330,190
INV00001758,WH004,PROD00113,2026-01-10,4768,430,39
INV00001759,WH004,PROD00237,2026-06-12,4009,73,57
INV00001760,WH004,PROD00246,2026-05-03,3886,286,184
INV00001761,WH004,PROD00100,2025-09-05,1722,51,129
INV00001762,WH004,PROD00145,2026-03-06,2692,313,144
INV00001763,WH004,PROD00156,2026-07-16,3902,191,34
INV00001764,WH004,PROD00039,2025-08-24,3350,169,143
INV00001765,WH004,PROD00271,2025-09-08,3376,241,197
INV00001766,WH004,PROD00172,2025-09-14,2571,325,169
INV00001767,WH004,PROD00073,2025-04-19,1027,67,60
INV00001768,WH004,PROD00196,2025-10-25,2226,425,32
INV00001769,WH004,PROD00409,2025-12-13,2973,252,109
INV00001770,WH004,PROD00469,2025-08-06,3785,267,90
INV00001771,WH004,PROD00063,2025-12-08,3866,404,144
INV00001772,WH004,PROD00092,2026-04-15,3556,447,94
INV00001773,WH004,PROD00146,2025-09-09,4114,89,140
INV00001774,WH004,PROD00219,2026-06-05,1532,472,116
INV00001775,WH004,PROD00352,2025-07-04,2757,162,26
INV00001776,WH004,PROD00269,2025-09-18,3522,38,76
INV00001777,WH004,PROD00082,2026-01-19,2975,388,137
INV00001778,WH004,PROD00274,2025-04-05,2236,10,167
INV00001779,WH004,PROD00212,2026-04-02,2975,133,196
INV00001780,WH004,PROD00117,2026-07-13,4626,147,126
INV00001781,WH004,PROD00458,2025-04-01,4248,102,101
INV00001782,WH004,PROD00087,2025-02-05,3031,424,44
INV00001783,WH004,PROD00495,2026-08-13,4967,203,151
INV00001784,WH004,PROD00045,2026-02-20,847,455,110
INV00001785,WH004,PROD00115,2025-03-13,3505,372,81
INV00001786,WH004,PROD00378,2025-06-14,3639,209,42
INV00001787,WH004,PROD00162,2026-03-27,4537,344,187
INV00001788,WH004,PROD00201,2025-06-22,2452,115,138
INV00001789,WH004,PROD00171,2026-08-06,4439,463,48
INV00001790,WH004,PROD00406,2026-05-21,3507,240,135
INV00001791,WH004,PROD00429,2025-05-23,2171,423,22
INV00001792,WH004,PROD00186,2026-03-07,4750,242,80
INV00001793,WH004,PROD00324,2025-07-02,4134,83,73
